,name,code
1527,미디어젠,279600.KQ
1528,미래SCI,028040.KQ
1529,미래나노텍,095500.KQ
1530,미래테크놀로지,213090.KQ
1531,바이오리더스,142760.KQ
1532,바이오빌,065940.KQ
1533,뷰웍스,100120.KQ
1534,브레인콘텐츠,066980.KQ
1535,블루콤,033560.KQ
1536,비에이치,090460.KQ
1537,비츠로테크,042370.KQ
1538,비피도,238200.KQ
1539,빅텍,065450.KQ
1540,삼강엠앤티,100090.KQ
1541,삼보산업,009620.KQ
1542,삼성머스트스팩3호,309930.KQ
1543,삼표시멘트,038500.KQ
1544,상상인이안1호스팩,307870.KQ
1545,선광,003100.KQ
1546,세진티에스,067770.KQ
1547,세화피앤씨,252500.KQ
1548,셀리드,299660.KQ
1549,신화콘텍,187270.KQ
1550,쌍용정보통신,010280.KQ
1551,쎄니트,037760.KQ
1552,씨씨에스,066790.KQ
1553,씨엔플러스,115530.KQ
1554,아시아경제,127710.KQ
1555,아이디스홀딩스,054800.KQ
1556,아이쓰리시스템,214430.KQ
1557,아이씨케이,068940.KQ
1558,아이톡시,052770.KQ
1559,아주IB투자,027360.KQ
1560,안국약품,001540.KQ
1561,알톤스포츠,123750.KQ
1562,알파홀딩스,117670.KQ
1563,압타바이오,293780.KQ
1564,야스,255440.KQ
1565,에스모,073070.KQ
1566,에스에너지,095910.KQ
1567,에스에이티,060540.KQ
1568,에스엔유,080000.KQ
1569,에스티오,098660.KQ
1570,에이앤티앤,050320.KQ
1571,에이에프더블류,312610.KQ
1572,에이테크솔루션,071670.KQ
1573,에프엔씨엔터,173940.KQ
1574,엔지스테크널러지,208860.KQ
1575,엠에스씨,009780.KQ
1576,엠젠플러스,032790.KQ
1577,오디텍,080520.KQ
1578,오로라,039830.KQ
1579,오킨스전자,080580.KQ
1580,와이엔텍,067900.KQ
1581,와이지엔터테인먼트,122870.KQ
1582,우리기술투자,041190.KQ
1583,우리로,046970.KQ
1584,우리산업,215360.KQ
1585,우주일렉트로,065680.KQ
1586,우진비앤지,018620.KQ
1587,웹케시,053580.KQ
1588,위니아딤채,071460.KQ
1589,위지윅스튜디오,299900.KQ
1590,윈스,136540.KQ
1591,유라테크,048430.KQ
1592,유앤아이,056090.KQ
1593,유틸렉스,263050.KQ
1594,이그잭스,060230.KQ
1595,이노와이즈,086250.KQ
1596,이노테라피,246960.KQ
1597,이니텍,053350.KQ
1598,이베스트투자증권,078020.KQ
1599,인바디,041830.KQ
1600,인산가,277410.KQ
1601,인지디스플레,037330.KQ
1602,인콘,083640.KQ
1603,인크로스,216050.KQ
1604,인터엠,017250.KQ
1605,일지테크,019540.KQ
1606,제이엠아이,033050.KQ
1607,조이맥스,101730.KQ
1608,지노믹트리,228760.KQ
1609,지니틱스,303030.KQ
1610,진로발효,018120.KQ
1611,차이나그레이트,900040.KQ
1612,체리부로,066360.KQ
1613,초록뱀,047820.KQ
1614,컴투스,078340.KQ
1615,케이디켐,221980.KQ
1616,케이씨티,089150.KQ
1617,케이피에스,256940.KQ
1618,코리아에스이,101670.KQ
1619,코아스템,166480.KQ
1620,큐렉소,060280.KQ
1621,큐로컴,040350.KQ
1622,큐브앤컴퍼니,043090.KQ
1623,크리스탈,083790.KQ
1624,태양,053620.KQ
1625,테라젠이텍스,066700.KQ
1626,테크윙,089030.KQ
1627,티엘아이,062860.KQ
1628,티움바이오,321550.KQ
1629,파인테크닉스,106240.KQ
1630,팜스빌,318010.KQ
1631,팬스타엔터프라이즈,054300.KQ
1632,펄어비스,263750.KQ
1633,평화정공,043370.KQ
1634,포메탈,119500.KQ
1635,포스코 ICT,022100.KQ
1636,플레이위드,023770.KQ
1637,피씨엘,241820.KQ
1638,피피아이,062970.KQ
1639,하나금융13호스팩,320000.KQ
1640,하나금융9호스팩,261200.KQ
1641,하이제4호스팩,317240.KQ
1642,한국정보인증,053300.KQ
1643,한국제8호스팩,310870.KQ
1644,한류타임즈,039670.KQ
1645,한스바이오메드,042520.KQ
1646,한창산업,079170.KQ
1647,한화에스비아이스팩,317320.KQ
1648,해덕파워웨이,102210.KQ
1649,현대공업,170030.KQ
1650,화신정공,126640.KQ
1651,휴림로봇,090710.KQ
1652,휴마시스,205470.KQ
1653,휴비츠,065510.KQ
1654,흥구석유,024060.KQ
1655,흥국,010240.KQ
1656,(주)이동수에프엔지,020880.KQ
1657,AD모터스,038120.KQ
1658,AJS,013340.KQ
1659,C&S자산관리,032040.KQ
1660,CJ인터넷,037150.KQ
1661,CL,035710.KQ
1662,CU전자,056340.KQ
1663,H1바이오,052310.KQ
1664,KTB코스닥1,042310.KQ
1665,i 인프라,008780.KQ
1666,경남리스,021930.KQ
1667,경동,009590.KQ
1668,고려,025960.KQ
1669,골든브릿지제3호스팩,219580.KQ
1670,국민카드,031150.KQ
1671,국제밸브공업,011360.KQ
1672,다산,015150.KQ
1673,다휘,055250.KQ
1674,대우스팩2호,204440.KQ
1675,대진정밀화학,033350.KQ
1676,동부CNI,044640.KQ
1677,동부저축은행,024820.KQ
1678,동부제4호스팩,230490.KQ
1679,동부티에스블랙펄스팩,128910.KQ
1680,동성하이켐,013450.KQ
1681,동원장보고2,039180.KQ
1682,레이젠,047440.KQ
1683,리젠트뮤추얼원자산배,036330.KQ
1684,마이다스차익거래혼합,053530.KQ
1685,마이차익3호-MF,067410.KQ
1686,모닷텔,048150.KQ
1687,모델라인,064720.KQ
1688,모디아,046000.KQ
1689,미래에셋드림사호펀드,035470.KQ
1690,미래에셋박현주드림오,035540.KQ
1691,미래에셋박현주사호펀,034280.KQ
1692,미래에셋제3호스팩,215750.KQ
1693,미주제강,002670.KQ
1694,바이나믹,067850.KQ
1695,바이킹성장일,043700.KQ
1696,박현주 5호,034290.KQ
1697,박현주드림팔호자산배,035860.KQ
1698,부산리스금융,018480.KQ
1699,부영철강,025940.KQ
1700,삼경기전,022020.KQ
1701,삼우빅케치,004750.KQ
1702,삼일공사,003890.KQ
1703,삼협산업,023880.KQ
1704,세니콘,056060.KQ
1705,세실,084450.KQ
1706,세화기술투자,021740.KQ
1707,시노펙스그린테크,037320.KQ
1708,시큐리티KOR,066330.KQ
1709,실크성장1호,042460.KQ
1710,썬코어,051170.KQ
1711,씨모스,037600.KQ
1712,아라온테크,041060.KQ
1713,어필텔레콤,033510.KQ
1714,에듀패스,031950.KQ
1715,에버테크노,070480.KQ
1716,에스브이에이치,046240.KQ
1717,에스피코프,048130.KQ
1718,에이엠에스,044770.KQ
1719,에코솔루션,052510.KQ
1720,엔써,037750.KQ
1721,엔토리노,032590.KQ
1722,엘케이엔씨,047420.KQ
1723,엠바이엔,031970.KQ
1724,영성제강,026920.KQ
1725,오페스,053470.KQ
1726,올리브나인,052970.KQ
1727,옵셔널벤처스,022780.KQ
1728,우리신용카드,022870.KQ
1729,우성아이비,194610.KQ
1730,원익테라세미콘,123100.KQ
1731,웨스테이트,016140.KQ
1732,위다스,056810.KQ
1733,유리뉴앙상블,046520.KQ
1734,유리아이피일,037520.KQ
1735,유리피아이일,036960.KQ
1736,유아이에너지,050050.KQ
1737,유일엔시스,038720.KQ
1738,유진산업,018380.KQ
1739,유진종합개발,023420.KQ
1740,이디디컴퍼니,052650.KQ
1741,이스턴마스텍,025910.KQ
1742,이지클럽,038980.KQ
1743,제너시스템즈,073930.KQ
1744,중앙바이오텍,015170.KQ
1745,지아이바이오,035450.KQ
1746,케미그라스,021090.KQ
1747,케이비드림3호스팩,221950.KQ
1748,코닉스,017210.KQ
1749,코디콤,041800.KQ
1750,쿨투,056020.KQ
1751,키움스팩4호,226850.KQ
1752,태일전자,020100.KQ
1753,테스텍,048510.KQ
1754,트래픽아이티에스,038050.KQ
1755,폴켐,033190.KQ
1756,풍연,017090.KQ
1757,플러스프로핏,036660.KQ
1758,하이드로젠파워,070080.KQ
1759,하이럭스,079340.KQ
1760,한국스팩1호,123290.KQ
1761,한국염공,005470.KQ
1762,한국파트너스,019560.KQ
1763,한보금고,027450.KQ
1764,한주개발,017410.KQ
1765,한화에이스스팩2호,219860.KQ
1766,헤파호프,039350.KQ
1767,화니백화점,031090.KQ
1768,휘튼,066480.KQ
1769,히든챔피언스팩1호,123160.KQ
1770,GRT,900290.KQ
1771,HB테크놀러지,078150.KQ
1772,IBKS제12호스팩,335870.KQ
1773,ISC,095340.KQ
1774,KD,044180.KQ
1775,KG이니시스,035600.KQ
1776,MP한강,219550.KQ
1777,NE능률,053290.KQ
1778,NHN한국사이버결제,060250.KQ
1779,SBI인베스트먼트,019550.KQ
1780,SG,255220.KQ
1781,고려제약,014570.KQ
1782,국일제지,078130.KQ
1783,금강철강,053260.KQ
1784,기가레인,049080.KQ
1785,나노스,151910.KQ
1786,나노캠텍,091970.KQ
1787,나라엠앤디,051490.KQ
1788,나우IB,293580.KQ
1789,내츄럴엔도텍,168330.KQ
1790,네오펙트,290660.KQ
1791,녹십자랩셀,144510.KQ
1792,녹십자웰빙,234690.KQ
1793,뉴로스,126870.KQ
1794,대동기어,008830.KQ
1795,대륙제관,004780.KQ
1796,대명소노시즌,007720.KQ
1797,대모,317850.KQ
1798,대성엘텍,025440.KQ
1799,대성창투,027830.KQ
1800,대양제지,006580.KQ
1801,대정화금,120240.KQ
1802,대창스틸,140520.KQ
1803,덕우전자,263600.KQ
1804,동국S&C,100130.KQ
1805,동성화인텍,033500.KQ
1806,동양에스텍,060380.KQ
1807,동양이엔피,079960.KQ
1808,동일철강,023790.KQ
1809,드래곤플라이,030350.KQ
1810,디스플레이텍,066670.KQ
1811,디에스케이,109740.KQ
1812,디오스텍,196450.KQ
1813,디자인,227100.KQ
1814,디젠스,113810.KQ
1815,디케이디앤아이,033310.KQ
1816,레이,228670.KQ
1817,리메드,302550.KQ
1818,마이크로텍,227950.KQ
1819,매일유업,267980.KQ
1820,맥스로텍,141070.KQ
1821,멀티캠퍼스,067280.KQ
1822,메디프론,065650.KQ
1823,명성티엔에스,257370.KQ
1824,모바일어플라이언스,087260.KQ
1825,미투온,201490.KQ
1826,바른손이앤에이,035620.KQ
1827,바이오로그디바이스,208710.KQ
1828,바이오솔루션,086820.KQ
1829,바이오톡스텍,086040.KQ
1830,버추얼텍,036620.KQ
1831,베스파,299910.KQ
1832,빅솔론,093190.KQ
1833,삼목에스폼,018310.KQ
1834,삼성스팩2호,291230.KQ
1835,상상인,038540.KQ
1836,상신전자,263810.KQ
1837,서진시스템,178320.KQ
1838,서플러스글로벌,140070.KQ
1839,선익시스템,171090.KQ
1840,세틀뱅크,234340.KQ
1841,셀리버리,268600.KQ
1842,셀트리온헬스케어,091990.KQ
1843,소리바다,053110.KQ
1844,소프트센,032680.KQ
1845,솔고바이오,043100.KQ
1846,쇼박스,086980.KQ
1847,스타모빌리티,158310.KQ
1848,시스웍,269620.KQ
1849,시큐브,131090.KQ
1850,신라섬유,001000.KQ
1851,신진에스엠,138070.KQ
1852,심텍홀딩스,036710.KQ
1853,쎌바이오텍,049960.KQ
1854,씨티씨바이오,060590.KQ
1855,씨티케이코스메틱스,260930.KQ
1856,아모그린텍,125210.KQ
1857,아미노로직스,074430.KQ
1858,아이디스,143160.KQ
1859,아이앤씨,052860.KQ
1860,아이에스이커머스,069920.KQ
1861,아이엠,101390.KQ
1862,아진엑스텍,059120.KQ
1863,아톤,158430.KQ
1864,알엔투테크놀로지,148250.KQ
1865,액토즈소프트,052790.KQ
1866,앤씨앤,092600.KQ
1867,에너토크,019990.KQ
1868,에스엠,041510.KQ
1869,에스코넥,096630.KQ
1870,에스티아이,039440.KQ
1871,에이아이비트,039230.KQ
1872,에이치케이,044780.KQ
1873,에이텍,045660.KQ
1874,에코프로,086520.KQ
1875,오리엔탈정공,014940.KQ
1876,오리콤,010470.KQ
1877,오스템,031510.KQ
1878,우리기술,032820.KQ
1879,우정바이오,215380.KQ
1880,월덱스,101160.KQ
1881,웰크론한텍,076080.KQ
1882,웹스,196700.KQ
1883,윙입푸드,900340.KQ
1884,유니셈,036200.KQ
1885,유니트론텍,142210.KQ
1886,유진기업,023410.KQ
1887,유진로봇,056080.KQ
1888,율호,072770.KQ
1889,이라이콤,041520.KQ
1890,이스트아시아홀딩스,900110.KQ
1891,이엑스티,226360.KQ
1892,이엔에프테크놀로지,102710.KQ
1893,이원컴포텍,088290.KQ
1894,이지바이오,035810.KQ
1895,이크레더블,092130.KQ
1896,이화전기,024810.KQ
1897,인트론바이오,048530.KQ
1898,인프라웨어,041020.KQ
1899,일진파워,094820.KQ
1900,자비스,254120.KQ
1901,제노포커스,187420.KQ
1902,제룡산업,147830.KQ
1903,제이에스티나,026040.KQ
1904,젬백스링크,064800.KQ
1905,조이시티,067000.KQ
1906,중앙에너비스,000440.KQ
1907,지에스이,053050.KQ
1908,차바이오텍,085660.KQ
1909,창해에탄올,004650.KQ
1910,청담러닝,096240.KQ
1911,카페24,042000.KQ
1912,케어랩스,263700.KQ
1913,케이알피앤이,060900.KQ
1914,케이엔더블유,105330.KQ
1915,케이엔제이,272110.KQ
1916,케이엠,083550.KQ
1917,케이엠제약,225430.KQ
1918,케이프,064820.KQ
1919,켐트로닉스,089010.KQ
1920,켐트로스,220260.KQ
1921,코닉글로리,094860.KQ
1922,코디엠,224060.KQ
1923,코리아에프티,123410.KQ
1924,큐로홀딩스,051780.KQ
1925,태광,023160.KQ
1926,투비소프트,079970.KQ
1927,티피씨글로벌,130740.KQ
1928,파크시스템스,140860.KQ
1929,파트론,091700.KQ
1930,파티게임즈,194510.KQ
1931,팬젠,222110.KQ
1932,포스코엠텍,009520.KQ
1933,포인트엔지니어링,256630.KQ
1934,포티스,141020.KQ
1935,푸른기술,094940.KQ
1936,퓨쳐스트림네트웍스,214270.KQ
1937,피앤씨테크,237750.KQ
1938,피앤이솔루션,131390.KQ
1939,필로시스헬스케어,057880.KQ
1940,하나금융11호스팩,284620.KQ
1941,하나머스트제6호스팩,307160.KQ
1942,하림지주,003380.KQ
1943,하이소닉,106080.KQ
1944,하이제5호스팩,340120.KQ
1945,하이텍팜,106190.KQ
1946,한국가구,004590.KQ
1947,한국정밀기계,101680.KQ
1948,한빛소프트,047080.KQ
1949,한송네오텍,226440.KQ
1950,한프,066110.KQ
1951,현대통신,039010.KQ
1952,화일약품,061250.KQ
1953,화진,134780.KQ
1954,휘닉스소재,050090.KQ
1955,휴온스글로벌,084110.KQ
1956,3SOFT,036360.KQ
1957,GK파워,054020.KQ
1958,KTB벤처2-MF,039370.KQ
1959,KTB전환형1,037360.KQ
1960,PW제네틱스,065910.KQ
1961,경북콘크리트,008960.KQ
1962,교보5호스팩,223040.KQ
1963,뉴젠비아이티,054650.KQ
1964,다임마이스터보험형일,036440.KQ
1965,대림금속공업,015920.KQ
1966,대우스팩3호,215580.KQ
1967,대한제지,000530.KQ
1968,덴소풍성,047060.KQ
1969,도움,078610.KQ
1970,디브이에스,046400.KQ
1971,디앤샵,090090.KQ
1972,디지텔,037740.KQ
1973,룩손에너지,033550.KQ
1974,리젠트코스,043350.KQ
1975,마이다스페안,045280.KQ
1976,메카포럼,035830.KQ
1977,모빌링크,041310.KQ
1978,모젬,079560.KQ
1979,미래에셋P.B.2호펀드,066030.KQ
1980,미래에셋실크로드자산,036300.KQ
1981,박현주4성장,037780.KQ
1982,박현주드림육호자산배,035700.KQ
1983,벨로체피아노,040750.KQ
1984,보람금고,008160.KQ
1985,블루젬디앤씨,053040.KQ
1986,삼성그랑프리전환형뮤,035520.KQ
1987,삼성수산,052560.KQ
1988,삼화실업,000600.KQ
1989,선일옵트론,014250.KQ
1990,성우몰드,053440.KQ
1991,세이에이스혼합형펀드,052520.KQ
1992,세이채권혼합,045790.KQ
1993,스탠더드텔레,027890.KQ
1994,실리콘화일,082930.KQ
1995,실크성장2호,043400.KQ
1996,쏠라엔텍,030390.KQ
1997,씨디네트웍스,073710.KQ
1998,씨모텍,081090.KQ
1999,아이엠아이티,038100.KQ
2000,아이티센네트웍스,057110.KQ
2001,아이팩토리,053810.KQ
2002,아이피에스,051820.KQ
2003,알이엔,023670.KQ
2004,에프아이투어,047370.KQ
2005,에프티이앤이,065160.KQ
2006,엔에이치스팩7호,217810.KQ
2007,엔케이바이오,019260.KQ
2008,엔하이테크,046720.KQ
2009,엘에스오토모티브,008580.KQ
2010,예당,049000.KQ
2011,예일바이오텍,054250.KQ
2012,옵티멈성장1,045090.KQ
2013,옵티멈전환2,039380.KQ
2014,완리,900180.KQ
2015,우경,025920.KQ
2016,웨이포트,900130.KQ
2017,유리세이프전환혼합형,052530.KQ
2018,유리중립일,036950.KQ
2019,유리프론티어-MF,045550.KQ
2020,유안타제2호스팩,219960.KQ
2021,인네트,041450.KQ
2022,인베스티움사파이어성,034340.KQ
2023,인스프리트,073130.KQ
2024,임광토건,001850.KQ
2025,장복건설,013210.KQ
2026,제이앤유글로벌,086200.KQ
2027,주일,011770.KQ
2028,차이나하오란,900090.KQ
2029,케너텍,062730.KQ
2030,케이디엠,027560.KQ
2031,클라스타,037550.KQ
2032,텔슨정보통신,018180.KQ
2033,트리니티,053070.KQ
2034,파이오니어2-MF,045070.KQ
2035,파인넥스,123260.KQ
2036,포네이처,045290.KQ
2037,플래티넘성1,043380.KQ
2038,플렉스컴,065270.KQ
2039,하이스마텍,057100.KQ
2040,한와이어리스,037020.KQ
2041,한통데이타,045760.KQ
2042,한화수성스팩,265920.KQ
2043,AP시스템,265520.KQ
2044,AP위성,211270.KQ
2045,GV,045890.KQ
2046,S&K폴리텍,091340.KQ
2047,SFA반도체,036540.KQ
2048,THE MIDONG,161570.KQ
2049,YTN,040300.KQ
2050,강원,114190.KQ
2051,골프존뉴딘홀딩스,121440.KQ
2052,글로벌에스엠,900070.KQ
2053,글로스퍼랩스,032860.KQ
2054,금화피에스시,036190.KQ
2055,까스텔바작,308100.KQ
2056,나무가,190510.KQ
2057,네오팜,092730.KQ
2058,네온테크,306620.KQ
2059,넥스트아이,137940.KQ
2060,농우바이오,054050.KQ
2061,뉴트리,270870.KQ
2062,다나와,119860.KQ
2063,다믈멀티미디어,093640.KQ
2064,대동스틸,048470.KQ
2065,대보마그네틱,290670.KQ
2066,대신밸런스제8호스팩,336570.KQ
2067,대한광통신,010170.KQ
2068,데이타솔루션,263800.KQ
2069,덱스터,206560.KQ
2070,도이치모터스,067990.KQ
2071,동원개발,013120.KQ
2072,동일금속,109860.KQ
2073,동화기업,025900.KQ
2074,드림시큐리티,203650.KQ
2075,드림어스컴퍼니,060570.KQ
2076,디딤,217620.KQ
2077,디에이테크놀로지,196490.KQ
2078,디와이피엔에프,104460.KQ
2079,디지캡,197140.KQ
2080,디지탈옵틱,106520.KQ
2081,로보티즈,108490.KQ
2082,로체시스템즈,071280.KQ
2083,루멘스,038060.KQ
2084,루트로닉,085370.KQ
2085,리노공업,058470.KQ
2086,마이크로디지탈,305090.KQ
2087,마크로젠,038290.KQ
2088,매커스,093520.KQ
2089,메디아나,041920.KQ
2090,멕아이씨에스,058110.KQ
2091,멜파스,096640.KQ
2092,모다,149940.KQ
2093,모바일리더,100030.KQ
2094,미래컴퍼니,049950.KQ
2095,바른손,018700.KQ
2096,바른테크놀로지,029480.KQ
2097,배럴,267790.KQ
2098,백금T&A,046310.KQ
2099,보성파워텍,006910.KQ
2100,브이원텍,251630.KQ
2101,비씨월드제약,200780.KQ
2102,비아트론,141000.KQ
2103,빛샘전자,072950.KQ
2104,상상인이안제2호스팩,329560.KQ
2105,상상인인더스트리,101000.KQ
2106,서남,294630.KQ
2107,서울제약,018680.KQ
2108,서전기전,189860.KQ
2109,서희건설,035890.KQ
2110,성광벤드,014620.KQ
2111,세동,053060.KQ
2112,세미콘라이트,214310.KQ
2113,세중,039310.KQ
2114,솔브레인,036830.KQ
2115,솔트웍스,230980.KQ
2116,수젠텍,253840.KQ
2117,슈프리마아이디,317770.KQ
2118,스카이이앤엠,131100.KQ
2119,신영스팩6호,344050.KQ
2120,신일제약,012790.KQ
2121,싸이맥스,160980.KQ
2122,썸에이지,208640.KQ
2123,쏠리드,050890.KQ
2124,씨아이에스,222080.KQ
2125,씨에스베어링,297090.KQ
2126,아바코,083930.KQ
2127,아이스크림에듀,289010.KQ
2128,아이에이네트웍스,123010.KQ
2129,아이텍,119830.KQ
2130,알로이스,297570.KQ
2131,양지사,030960.KQ
2132,에스맥,097780.KQ
2133,에스씨디,042110.KQ
2134,에스텍,069510.KQ
2135,에스폴리텍,050760.KQ
2136,에스피시스템스,317830.KQ
2137,에이디테크놀로지,200710.KQ
2138,에이치엘비생명과학,067630.KQ
2139,에이치엘비파워,043220.KQ
2140,에치에프알,230240.KQ
2141,엔시트론,101400.KQ
2142,엘앤씨바이오,290650.KQ
2143,엘앤에프,066970.KQ
2144,엘티씨,170920.KQ
2145,영우디에스피,143540.KQ
2146,영풍정밀,036560.KQ
2147,예선테크,250930.KQ
2148,오리엔트정공,065500.KQ
2149,오상자이엘,053980.KQ
2150,오스코텍,039200.KQ
2151,오파스넷,173130.KQ
2152,올릭스,226950.KQ
2153,옴니시스템,057540.KQ
2154,옴니텔,057680.KQ
2155,와토스코리아,079000.KQ
2156,우리이앤엘,153490.KQ
2157,우원개발,046940.KQ
2158,위즈코프,038620.KQ
2159,윈팩,097800.KQ
2160,유바이오로직스,206650.KQ
2161,유비케어,032620.KQ
2162,유비쿼스홀딩스,078070.KQ
2163,유안타제3호스팩,287410.KQ
2164,유진스팩4호,321260.KQ
2165,이노메트리,302430.KQ
2166,이베스트이안스팩1호,323210.KQ
2167,이씨에스,067010.KQ
2168,이오테크닉스,039030.KQ
2169,인터파크홀딩스,035080.KQ
2170,인트로메딕,150840.KQ
2171,인화정공,101930.KQ
2172,자안,221610.KQ
2173,자연과환경,043910.KQ
2174,정산애강,022220.KQ
2175,제넥신,095700.KQ
2176,제닉,123330.KQ
2177,제이브이엠,054950.KQ
2178,제이엔케이히터,126880.KQ
2179,제이엘케이,322510.KQ
2180,제일테크노스,038010.KQ
2181,제테마,216080.KQ
2182,중앙오션,054180.KQ
2183,지와이커머스,111820.KQ
2184,진양제약,007370.KQ
2185,천랩,311690.KQ
2186,캔서롭,180400.KQ
2187,케이맥,043290.KQ
2188,케이엘넷,039420.KQ
2189,케이엠더블유,032500.KQ
2190,케이프이에스제4호,347140.KQ
2191,코렌텍,104540.KQ
2192,코리아나,027050.KQ
2193,코스나인,082660.KQ
2194,코아시아,045970.KQ
2195,코오롱티슈진,950160.KQ
2196,코윈테크,282880.KQ
2197,코콤,015710.KQ
2198,큐에스아이,066310.KQ
2199,크루셜텍,114120.KQ
2200,크리스에프앤씨,110790.KQ
2201,클래시스,214150.KQ
2202,테스,095610.KQ
2203,텔레칩스,054450.KQ
2204,텔레필드,091440.KQ
2205,톱텍,108230.KQ
2206,티비씨,033830.KQ
2207,티플랙스,081150.KQ
2208,파나진,046210.KQ
2209,파이오링크,170790.KQ
2210,포비스티앤씨,016670.KQ
2211,퓨전,195440.KQ
2212,프럼파스트,035200.KQ
2213,플리토,300080.KQ
2214,피제이전자,006140.KQ
2215,하림,136480.KQ
2216,하이비젼시스템,126700.KQ
2217,하츠,066130.KQ
2218,한국기업평가,034950.KQ
2219,한국제6호스팩,281410.KQ
2220,한네트,052600.KQ
2221,한라IMS,092460.KQ
2222,한류AI센터,222810.KQ
2223,해성산업,034810.KQ
2224,해성옵틱스,076610.KQ
2225,핸디소프트,220180.KQ
2226,홈센타홀딩스,060560.KQ
2227,힘스,238490.KQ
